0,53832,Product replacement or account refund processed,Complete,Rejected
1,30050,Product replacement or account refund processed,Complete,Rejected
2,20103,Product replacement or account refund processed,Complete,Rejected
3,39251,Product replacement or account refund processed,Complete,Rejected
4,77161,Product replacement or account refund processed,Complete,Rejected
5,58342,Product replacement or account refund processed,Complete,Rejected
6,22190,Product replacement or account refund processed,Complete,Rejected
7,95039,Product replacement or account refund processed,Complete,Rejected
8,33593,Product replacement or account refund processed,Complete,Rejected
9,57936,Product replacement or account refund processed,Complete,Rejected
10,2180,Product replacement or account refund processed,Complete,Rejected
11,11103,Product replacement or account refund processed,Complete,Rejected
12,6877,Product replacement or account refund processed,Complete,Rejected
13,25093,Product replacement or account refund processed,Complete,Rejected
14,5625,Product replacement or account refund processed,Complete,Rejected
15,79772,Product replacement or account refund processed,Complete,Rejected
16,30718,Product replacement or account refund processed,Complete,Rejected
17,20560,Product replacement or account refund processed,Complete,Rejected
18,21815,Product replacement or account refund processed,Complete,Rejected
19,7290,Product replacement or account refund processed,Complete,Rejected
20,63678,Product replacement or account refund processed,Complete,Rejected
21,53107,Product replacement or account refund processed,Complete,Rejected
22,10658,Product replacement or account refund processed,Complete,Rejected
23,1488,Product replacement or account refund processed,Complete,Rejected
24,3874,Product replacement or account refund processed,Complete,Rejected
25,19141,Product replacement or account refund processed,Complete,Rejected
26,23671,Product replacement or account refund processed,Complete,Rejected
27,78944,Product replacement or account refund processed,Complete,Rejected
28,61997,Product replacement or account refund processed,Complete,Rejected
29,54027,Product replacement or account refund processed,Complete,Rejected
30,10115,Product replacement or account refund processed,Complete,Rejected
31,56001,Product replacement or account refund processed,Complete,Rejected
32,38951,Product replacement or account refund processed,Complete,Rejected
33,44518,Product replacement or account refund processed,Complete,Rejected
34,28296,Product replacement or account refund processed,Complete,Rejected
35,92459,Product replacement or account refund processed,Complete,Rejected
36,53845,Product replacement or account refund processed,Complete,Rejected
37,77252,Product replacement or account refund processed,Complete,Rejected
38,51156,Product replacement or account refund processed,Complete,Rejected
39,82054,Product replacement or account refund processed,Complete,Rejected
40,41330,Product replacement or account refund processed,Complete,Rejected
41,78500,Product replacement or account refund processed,Complete,Rejected
42,46754,Product replacement or account refund processed,Complete,Rejected
43,76845,Product replacement or account refund processed,Complete,Rejected
44,39796,Product replacement or account refund processed,Complete,Rejected
45,87286,Product replacement or account refund processed,Complete,Rejected
46,67013,Product replacement or account refund processed,Complete,Rejected
47,70761,Product replacement or account refund processed,Complete,Rejected
48,21250,Product replacement or account refund processed,Complete,Rejected
49,19545,Product replacement or account refund processed,Complete,Rejected
50,92759,Product replacement or account refund processed,Complete,Rejected
51,91826,Product replacement or account refund processed,Complete,Rejected
52,38233,Product replacement or account refund processed,Complete,Rejected
53,51490,Product replacement or account refund processed,Complete,Rejected
54,4494,Product replacement or account refund processed,Complete,Rejected
55,31758,Product replacement or account refund processed,Complete,Rejected
56,53353,Product replacement or account refund processed,Complete,Rejected
57,99079,Product replacement or account refund processed,Complete,Rejected
58,58595,Product replacement or account refund processed,Complete,Rejected
59,78996,Product replacement or account refund processed,Complete,Rejected
60,1974,Product replacement or account refund processed,Complete,Rejected
61,92731,Product replacement or account refund processed,Complete,Rejected
62,62058,Product replacement or account refund processed,Complete,Rejected
63,90832,Product replacement or account refund processed,Complete,Rejected
64,56863,Product replacement or account refund processed,Complete,Rejected
65,57412,Product replacement or account refund processed,Complete,Rejected
66,44439,Product replacement or account refund processed,Complete,Rejected
67,60646,Product replacement or account refund processed,Complete,Rejected
68,42705,Product replacement or account refund processed,Complete,Rejected
69,19033,Product replacement or account refund processed,Complete,Rejected
70,27588,Product replacement or account refund processed,Complete,Rejected
71,5953,Product replacement or account refund processed,Complete,Rejected
72,72871,Product replacement or account refund processed,Complete,Rejected
73,6662,Product replacement or account refund processed,Complete,Rejected
74,16437,Product replacement or account refund processed,Complete,Rejected
75,60680,Product replacement or account refund processed,Complete,Rejected
76,37038,Product replacement or account refund processed,Complete,Rejected
77,33184,Product replacement or account refund processed,Complete,Rejected
78,67730,Product replacement or account refund processed,Complete,Rejected
79,84365,Product replacement or account refund processed,Complete,Rejected
80,76875,Product replacement or account refund processed,Complete,Rejected
81,61071,Product replacement or account refund processed,Complete,Rejected
82,68894,Product replacement or account refund processed,Complete,Rejected
83,96951,Product replacement or account refund processed,Complete,Rejected
84,66679,Product replacement or account refund processed,Complete,Rejected
85,6643,Product replacement or account refund processed,Complete,Rejected
86,26084,Product replacement or account refund processed,Complete,Rejected
87,2876,Product replacement or account refund processed,Complete,Rejected
88,60908,Product replacement or account refund processed,Complete,Rejected
89,22,Product replacement or account refund processed,Complete,Rejected
90,93978,Product replacement or account refund processed,Complete,Rejected
91,84787,Product replacement or account refund processed,Complete,Rejected
92,45934,Product replacement or account refund processed,Complete,Rejected
93,26733,Product replacement or account refund processed,Complete,Rejected
94,38144,Product replacement or account refund processed,Complete,Rejected
95,91746,Product replacement or account refund processed,Complete,Rejected
96,42862,Product replacement or account refund processed,Complete,Rejected
97,68042,Product replacement or account refund processed,Complete,Rejected
98,70173,Product replacement or account refund processed,Complete,Rejected
99,19840,Product replacement or account refund processed,Complete,Rejected
100,24231,Product replacement or account refund processed,Complete,Rejected
101,78341,Product replacement or account refund processed,Complete,Rejected
102,81631,Product replacement or account refund processed,Complete,Rejected
103,49535,Product replacement or account refund processed,Complete,Rejected
104,57999,Product replacement or account refund processed,Complete,Rejected
105,9982,Product replacement or account refund processed,Complete,Rejected
106,14164,Product replacement or account refund processed,Complete,Rejected
107,33517,Product replacement or account refund processed,Complete,Rejected
108,43831,Product replacement or account refund processed,Complete,Rejected
109,75534,Product replacement or account refund processed,Complete,Rejected
110,44216,Product replacement or account refund processed,Complete,Rejected
111,83977,Product replacement or account refund processed,Complete,Rejected
112,81554,Product replacement or account refund processed,Complete,Rejected
113,50838,Product replacement or account refund processed,Complete,Rejected
114,82379,Product replacement or account refund processed,Complete,Rejected
115,5921,Product replacement or account refund processed,Complete,Rejected
116,62742,Product replacement or account refund processed,Complete,Rejected
117,19820,Product replacement or account refund processed,Complete,Rejected
118,6344,Product replacement or account refund processed,Complete,Rejected
119,9124,Product replacement or account refund processed,Complete,Rejected
120,14646,Product replacement or account refund processed,Complete,Rejected
121,14153,Product replacement or account refund processed,Complete,Rejected
122,74353,Product replacement or account refund processed,Complete,Rejected
123,77364,Product replacement or account refund processed,Complete,Rejected
124,93880,Product replacement or account refund processed,Complete,Rejected
125,79024,Product replacement or account refund processed,Complete,Rejected
126,86671,Product replacement or account refund processed,Complete,Rejected
127,16842,Product replacement or account refund processed,Complete,Rejected
128,53559,Product replacement or account refund processed,Complete,Rejected
129,43192,Product replacement or account refund processed,Complete,Rejected
130,80572,Product replacement or account refund processed,Complete,Rejected
131,65467,Product replacement or account refund processed,Complete,Rejected
132,2862,Product replacement or account refund processed,Complete,Rejected
133,54262,Product replacement or account refund processed,Complete,Rejected
134,78400,Product replacement or account refund processed,Complete,Rejected
135,76630,Product replacement or account refund processed,Complete,Rejected
136,46065,Product replacement or account refund processed,Complete,Rejected
137,22679,Product replacement or account refund processed,Complete,Rejected
138,63694,Product replacement or account refund processed,Complete,Rejected
139,58040,Product replacement or account refund processed,Complete,Rejected
140,52582,Product replacement or account refund processed,Complete,Rejected
141,61849,Product replacement or account refund processed,Complete,Rejected
142,69256,Product replacement or account refund processed,Complete,Rejected
143,7471,Product replacement or account refund processed,Complete,Rejected
144,79018,Product replacement or account refund processed,Complete,Rejected
145,31111,Product replacement or account refund processed,Complete,Rejected
146,82985,Product replacement or account refund processed,Complete,Rejected
147,66201,Product replacement or account refund processed,Complete,Rejected
148,14373,Product replacement or account refund processed,Complete,Rejected
149,63727,Product replacement or account refund processed,Complete,Rejected
150,47833,Product replacement or account refund processed,Complete,Rejected
151,19759,Product replacement or account refund processed,Complete,Rejected
152,91130,Product replacement or account refund processed,Complete,Rejected
153,62216,Product replacement or account refund processed,Complete,Rejected
154,67889,Product replacement or account refund processed,Complete,Rejected
155,96020,Product replacement or account refund processed,Complete,Rejected
156,35350,Product replacement or account refund processed,Complete,Rejected
157,23149,Product replacement or account refund processed,Complete,Rejected
158,80726,Product replacement or account refund processed,Complete,Rejected
159,96601,Product replacement or account refund processed,Complete,Rejected
160,92656,Product replacement or account refund processed,Complete,Rejected
161,63196,Product replacement or account refund processed,Complete,Rejected
162,55639,Product replacement or account refund processed,Complete,Rejected
163,67868,Product replacement or account refund processed,Complete,Rejected
164,12073,Product replacement or account refund processed,Complete,Rejected
165,30056,Product replacement or account refund processed,Complete,Rejected
166,44839,Product replacement or account refund processed,Complete,Rejected
167,56835,Product replacement or account refund processed,Complete,Rejected
168,2941,Product replacement or account refund processed,Complete,Rejected
169,33696,Product replacement or account refund processed,Complete,Rejected
170,68526,Product replacement or account refund processed,Complete,Rejected
171,54454,Product replacement or account refund processed,Complete,Rejected
172,60325,Product replacement or account refund processed,Complete,Rejected
173,45188,Product replacement or account refund processed,Complete,Rejected
174,85522,Product replacement or account refund processed,Complete,Rejected
175,83493,Product replacement or account refund processed,Complete,Rejected
176,53532,Product replacement or account refund processed,Complete,Rejected
177,88132,Product replacement or account refund processed,Complete,Rejected
178,1765,Product replacement or account refund processed,Complete,Rejected
179,48040,Product replacement or account refund processed,Complete,Rejected
180,70515,Product replacement or account refund processed,Complete,Rejected
181,11347,Product replacement or account refund processed,Complete,Rejected
182,85926,Product replacement or account refund processed,Complete,Rejected
183,694,Product replacement or account refund processed,Complete,Rejected
184,13182,Product replacement or account refund processed,Complete,Rejected
185,35107,Product replacement or account refund processed,Complete,Rejected
186,52385,Product replacement or account refund processed,Complete,Rejected
187,98353,Product replacement or account refund processed,Complete,Rejected
188,70543,Product replacement or account refund processed,Complete,Rejected
189,92178,Product replacement or account refund processed,Complete,Rejected
190,21583,Product replacement or account refund processed,Complete,Rejected
191,41819,Product replacement or account refund processed,Complete,Rejected
192,924,Product replacement or account refund processed,Complete,Rejected
193,83767,Product replacement or account refund processed,Complete,Rejected
194,73595,Product replacement or account refund processed,Complete,Rejected
195,20987,Product replacement or account refund processed,Complete,Rejected
196,89018,Product replacement or account refund processed,Complete,Rejected
197,84807,Product replacement or account refund processed,Complete,Rejected
198,3185,Product replacement or account refund processed,Complete,Rejected
199,41068,Product replacement or account refund processed,Complete,Rejected
200,81541,Product replacement or account refund processed,Complete,Rejected
201,64842,Product replacement or account refund processed,Complete,Rejected
202,81649,Product replacement or account refund processed,Complete,Rejected
203,1344,Product replacement or account refund processed,Complete,Rejected
204,53145,Product replacement or account refund processed,Complete,Rejected
205,50998,Product replacement or account refund processed,Complete,Rejected
206,44788,Product replacement or account refund processed,Complete,Rejected
207,45885,Product replacement or account refund processed,Complete,Rejected
208,6837,Product replacement or account refund processed,Complete,Rejected
209,30360,Product replacement or account refund processed,Complete,Rejected
210,40896,Product replacement or account refund processed,Complete,Rejected
211,68266,Product replacement or account refund processed,Complete,Rejected
212,13803,Product replacement or account refund processed,Complete,Rejected
213,58675,Product replacement or account refund processed,Complete,Rejected
214,67952,Product replacement or account refund processed,Complete,Rejected
215,65299,Product replacement or account refund processed,Complete,Rejected
216,99673,Product replacement or account refund processed,Complete,Rejected
217,46574,Product replacement or account refund processed,Complete,Rejected
218,24693,Product replacement or account refund processed,Complete,Rejected
219,26343,Product replacement or account refund processed,Complete,Rejected
220,55596,Product replacement or account refund processed,Complete,Rejected
221,81568,Product replacement or account refund processed,Complete,Rejected
222,90622,Product replacement or account refund processed,Complete,Rejected
223,67135,Product replacement or account refund processed,Complete,Rejected
224,24163,Product replacement or account refund processed,Complete,Rejected
225,42680,Product replacement or account refund processed,Complete,Rejected
226,50714,Product replacement or account refund processed,Complete,Rejected
227,24108,Product replacement or account refund processed,Complete,Rejected
228,34149,Product replacement or account refund processed,Complete,Rejected
229,41392,Product replacement or account refund processed,Complete,Rejected
230,53906,Product replacement or account refund processed,Complete,Rejected
